CountyFIPS,County,CNTY,VTD,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap
113,DALLAS,113,1725,1131725,2183,635,353,282,9,68,190,251,553,347,206,4,46,136,180
209,HAYS,209,0336,2090336,5478,3943,2350,1593,117,262,1138,1351,3430,2101,1329,95,211,950,1137
215,HIDALGO,215,0258,2150258,5810,34,0,34,0,0,34,34,26,0,26,0,0,26,26
249,JIM WELLS,249,0005,2490005,6142,301,32,269,5,4,261,262,239,27,212,1,1,205,206
293,LIMESTONE,293,0304,2930304,6474,1130,723,407,6,131,251,377,862,595,267,4,86,160,244
327,MENARD,327,0004B,3270004B,6806,6,1,5,0,4,1,5,4,0,4,0,4,0,4
29,BEXAR,29,1126,291126,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BEXAR,29,4230,294230,1041,4075,693,3382,146,1565,1751,3176,2787,538,2249,101,1033,1102,2086
85,COLLIN,85,0082,850082,1711,4935,2407,2528,297,888,1272,2125,3599,1940,1659,236,534,822,1340
85,COLLIN,85,0076,850076,1705,5145,2910,2235,1090,513,506,997,3881,2357,1524,727,368,330,690
113,DALLAS,113,2409,1132409,2375,5428,754,4674,174,174,4302,4436,4005,656,3349,152,126,3039,3141
121,DENTON,121,3115,1213115,3039,5519,1623,3896,2019,1181,645,1785,4227,1329,2898,1541,835,462,1282
265,KERR,265,0101,2650101,6288,3807,2760,1047,64,86,828,896,3159,2370,789,49,60,611,662
339,MONTGOMERY,339,0054,3390054,6952,5263,1771,3492,43,182,3158,3301,3491,1393,2098,26,107,1856,1944
403,SABINE,403,0002,4030002,7616,1711,1579,132,6,29,55,81,1539,1435,104,4,22,38,59
439,TARRANT,439,2571,4392571,8203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,TRAVIS,453,0321,4530321,8867,2567,2031,536,188,25,268,292,1765,1463,302,92,15,151,166
491,WILLIAMSON,491,0436,4910436,9531,1926,1215,711,35,61,591,643,1432,984,448,18,44,353,394
157,FORT BEND,157,3045,1573045,3703,2999,986,2013,612,538,825,1345,2255,807,1448,438,369,606,963
157,FORT BEND,157,1122,1571122,3626,5103,3550,1553,567,180,713,872,3773,2721,1052,390,125,455,570
201,HARRIS,201,0736,2010736,4954,2384,1506,878,206,102,511,605,2022,1321,701,156,74,407,478
201,HARRIS,201,0073,2010073,4290,3305,1522,1783,162,264,1328,1577,2576,1259,1317,123,211,954,1162
215,HIDALGO,215,0066,2150066,5618,2209,112,2097,7,20,2072,2082,1723,99,1624,5,11,1603,1610
215,HIDALGO,215,0072,2150072,5624,2057,142,1915,52,39,1839,1856,1555,120,1435,36,27,1379,1394
29,BEXAR,29,4213,294213,1024,8,3,5,1,0,3,3,4,3,1,0,0,0,0
29,BEXAR,29,4207,294207,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BEXAR,29,1104,291104,354,5214,1043,4171,232,535,3450,3891,4108,912,3196,172,398,2607,2969
29,BEXAR,29,2065A,292065A,477,3720,754,2966,276,461,2301,2670,2436,553,1883,171,258,1453,1685
85,COLLIN,85,0059,850059,1688,5890,3501,2389,849,650,780,1404,4289,2648,1641,614,423,522,926
113,DALLAS,113,2301,1132301,2352,3009,2059,950,124,174,572,728,2569,1847,722,103,130,419,538
473,WALLER,473,0207,4730207,9182,5707,4100,1607,50,136,1218,1342,4218,3208,1010,35,78,731,806
491,WILLIAMSON,491,0401,4910401,9508,8530,3602,4928,360,1437,3018,4333,5920,2710,3210,250,925,1919,2789
389,REEVES,389,0002,3890002,7516,1925,197,1728,36,41,1644,1676,1386,171,1215,19,27,1154,1181
407,SAN JACINTO,407,0006,4070006,7639,2475,2030,445,14,220,108,325,2102,1758,344,9,161,77,238
439,TARRANT,439,2484,4392484,8180,8214,1293,6921,1400,3172,2399,5455,6161,1123,5038,1104,2266,1680,3893
439,TARRANT,439,3323,4393323,8303,4198,3232,966,470,118,279,382,3324,2624,700,330,72,197,268
453,TRAVIS,453,0434,4530434,8967,3590,1680,1910,146,232,1491,1698,3165,1564,1601,114,188,1252,1424
453,TRAVIS,453,0280,4530280,8844,4400,3529,871,82,79,556,620,3646,3015,631,65,58,378,427
121,DENTON,121,2092,1212092,3016,6993,3806,3187,1029,1022,1073,2008,6330,3569,2761,880,853,945,1737
201,HARRIS,201,0759,2010759,4977,3748,1251,2497,775,575,1129,1669,2883,1067,1816,595,419,787,1192
215,HIDALGO,215,0089,2150089,5641,39,9,30,0,1,29,29,24,9,15,0,0,14,14
265,KERR,265,0410,2650410,6305,339,260,79,13,0,51,51,288,229,59,11,0,40,40
339,MONTGOMERY,339,0076,3390076,6975,6045,4726,1319,120,265,768,1002,4726,3786,940,79,178,530,694
339,MONTGOMERY,339,0070,3390070,6969,3566,2549,1017,340,97,485,573,2658,1993,665,224,55,314,367
29,BEXAR,29,1081,291081,331,4025,2037,1988,181,477,1370,1771,3252,1870,1382,130,349,924,1225
113,DALLAS,113,2047,1132047,2252,3326,2466,860,136,189,447,625,2406,1817,589,89,139,310,442
117,DEAF SMITH,117,0004,1170004,2916,4618,860,3758,20,86,3666,3712,3126,678,2448,11,42,2389,2414
121,DENTON,121,4161,1214161,3085,5414,2640,2774,335,594,1734,2283,3815,1996,1819,239,377,1108,1467
147,FANNIN,147,0012,1470012,3580,1725,1531,194,7,18,112,129,1363,1213,150,7,14,79,93
157,FORT BEND,157,3169,1573169,3749,1401,83,1318,1206,65,46,109,1005,66,939,864,46,26,72
453,TRAVIS,453,0465,4530465,8990,5026,1686,3340,249,678,2403,3006,4214,1571,2643,225,547,1835,2335
471,WALKER,471,0104,4710104,9159,2803,2015,788,17,193,506,698,2247,1668,579,12,168,339,506
497,WISE,497,0012,4970012,9577,2661,2124,537,13,34,413,438,2059,1704,355,11,16,265,279
201,HARRIS,201,0196,2010196,4413,721,52,669,13,153,517,658,538,47,491,10,125,366,483
201,HARRIS,201,0028,2010028,4244,8793,3042,5751,554,2041,3090,5004,6748,2662,4086,423,1444,2118,3497
201,HARRIS,201,0859,2010859,5077,1708,149,1559,15,538,1004,1530,1286,132,1154,15,434,701,1130
409,SAN PATRICIO,409,0118,4090118,7662,4270,1061,3209,26,54,3091,3131,3270,952,2318,19,42,2222,2253
439,TARRANT,439,4256,4394256,8495,2907,168,2739,6,79,2658,2724,1988,152,1836,5,45,1780,1822
439,TARRANT,439,3386,4393386,8326,3206,2540,666,188,118,266,376,2405,1972,433,130,79,163,238
25,BEE,25,0016,250016,185,1760,546,1214,28,62,1125,1174,1336,474,862,19,46,794,832
113,DALLAS,113,2519,1132519,2398,6698,1573,5125,326,751,4020,4743,4657,1297,3360,245,518,2559,3060
121,DENTON,121,1015,1211015,2939,2203,1019,1184,114,419,616,1005,1485,741,744,75,253,373,611
121,DENTON,121,3138,1213138,3062,5383,2993,2390,1602,259,482,719,3852,2295,1557,1021,178,307,473
151,FISHER,151,0012,1510012,3603,928,567,361,7,42,297,334,767,482,285,6,26,234,258
157,FORT BEND,157,3110,1573110,3726,4717,1628,3089,2062,397,644,1011,3720,1413,2307,1559,289,447,719
453,TRAVIS,453,0347,4530347,8890,4452,3143,1309,539,100,587,662,3078,2235,843,363,60,356,408
455,TRINITY,455,0008,4550008,9013,564,506,58,2,8,26,34,455,416,39,1,3,13,16
469,VICTORIA,469,0016,4690016,9136,666,434,232,7,33,165,192,525,360,165,3,24,112,135
493,WILSON,493,0207,4930207,9554,4281,2253,2028,51,103,1830,1911,3254,1818,1436,32,63,1285,1345
201,HARRIS,201,0050,2010050,4267,8131,2160,5971,1614,2150,2192,4239,6135,1758,4377,1282,1508,1551,3002
201,HARRIS,201,0713,2010713,4931,4310,1155,3155,617,1119,1371,2441,3246,950,2296,478,786,984,1743
201,HARRIS,201,0173,2010173,4390,4082,2707,1375,600,210,522,717,2752,1886,866,379,135,312,442
427,STARR,427,0011,4270011,7808,7045,90,6955,7,4,6938,6939,5135,76,5059,6,4,5047,5048
439,TARRANT,439,4179,4394179,8472,3066,1194,1872,76,506,1248,1725,2326,1035,1291,55,345,850,1180
439,TARRANT,439,3502,4393502,8349,1948,1627,321,81,32,150,177,1463,1259,204,50,16,94,106
29,BEXAR,29,4061,294061,872,5726,917,4809,151,1275,3453,4620,4027,758,3269,102,899,2289,3131
29,BEXAR,29,4144,294144,955,703,389,314,18,70,220,281,600,356,244,14,46,172,215
29,BEXAR,29,3019,293019,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,DALLAS,113,4640,1134640,2876,7297,1100,6197,1004,2707,2479,5069,5295,982,4313,820,1783,1659,3396
113,DALLAS,113,3102,1133102,2544,5657,675,4982,124,3198,1668,4781,4008,571,3437,92,2236,1088,3287
121,DENTON,121,4200,1214200,3125,78,73,5,1,0,4,4,60,56,4,0,0,4,4
467,VAN ZANDT,467,003B,467003B,9113,3259,2233,1026,28,437,469,894,2471,1795,676,10,304,292,589
379,RAINS,379,0204,3790204,7453,1026,797,229,1,43,132,171,775,623,152,1,25,84,108
419,SHELBY,419,0003,4190003,7702,421,346,75,4,13,54,66,309,263,46,3,4,33,37
423,SMITH,423,0073,4230073,7785,1071,398,673,9,340,311,642,833,346,487,6,249,217,461
439,TARRANT,439,1627,4391627,8034,526,338,188,29,33,108,138,326,218,108,21,18,51,67
453,TRAVIS,453,0193,4530193,8781,4553,1830,2723,489,1036,1188,2164,3497,1517,1980,388,752,808,1531
457,TYLER,457,0005,4570005,9030,265,196,69,0,59,4,63,214,164,50,0,41,3,44
141,EL PASO,141,0144,1410144,3457,4315,150,4165,29,53,4088,4122,3258,122,3136,8,29,3094,3115
167,GALVESTON,167,0226,1670226,3872,4237,2473,1764,58,434,1151,1568,3306,2080,1226,40,294,785,1071
199,HARDIN,199,0007,1990007,4204,1070,988,82,4,20,27,46,837,790,47,2,10,15,25
201,HARRIS,201,0236,2010236,4453,3664,32,3632,16,1506,2160,3618,2626,29,2597,8,1232,1377,2583
201,HARRIS,201,0568,2010568,4785,4896,2869,2027,823,226,872,1080,3790,2311,1479,644,161,580,735
309,MCLENNAN,309,0073,3090073,6706,1614,1298,316,8,41,200,238,1199,1000,199,4,20,121,141
27,BELL,27,0311,270311,231,4461,3380,1081,69,137,727,835,3546,2771,775,41,89,512,577
29,BEXAR,29,1018,291018,268,1888,84,1804,16,31,1761,1777,1441,72,1369,13,23,1327,1342
29,BEXAR,29,2150,292150,563,30,4,26,3,6,19,22,17,2,15,0,3,12,15
71,CHAMBERS,71,0008,710008,1559,6465,4629,1836,75,348,1292,1606,4459,3283,1176,41,235,782,1007
113,DALLAS,113,4117,1134117,2770,235,82,153,5,111,37,147,226,82,144,2,109,32,140
113,DALLAS,113,3001,1133001,2438,1338,58,1280,22,878,393,1254,824,58,766,18,508,248,746
321,MATAGORDA,321,001C,321001C,6766,1581,294,1287,17,890,388,1254,1137,229,908,13,648,232,879
351,NEWTON,351,0015,3510015,7098,362,304,58,1,39,6,45,289,240,49,0,32,5,37
439,TARRANT,439,4050,4394050,8426,4648,365,4283,43,765,3509,4238,3108,264,2844,28,499,2320,2809
439,TARRANT,439,2173,4392173,8094,1266,864,402,128,93,147,239,1031,735,296,97,68,93,161
439,TARRANT,439,3661,4393661,8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,TRAVIS,453,0117,4530117,8721,3484,1605,1879,106,701,1057,1728,2839,1395,1444,78,581,757,1322
145,FALLS,145,0203,1450203,3563,2469,867,1602,17,1000,606,1578,2351,853,1498,17,905,592,1477
157,FORT BEND,157,4067,1574067,3766,4975,1078,3897,1209,1664,1071,2687,3649,847,2802,912,1149,745,1874
187,GUADALUPE,187,0214,1870214,4098,1054,587,467,22,25,389,403,760,431,329,18,11,267,274
201,HARRIS,201,0342,2010342,4559,3075,252,2823,45,961,1838,2758,2137,215,1922,35,646,1239,1867
201,HARRIS,201,0674,2010674,4891,6952,4036,2916,364,820,1584,2379,5183,3185,1998,271,558,1036,1584
225,HOUSTON,225,0011,2250011,5887,157,123,34,3,21,4,25,135,105,30,2,20,2,22
29,BEXAR,29,4107,294107,918,1473,521,952,147,369,466,804,1212,476,736,119,291,332,607
29,BEXAR,29,4190,294190,1001,19,7,12,3,7,4,9,15,5,10,2,5,3,7
29,BEXAR,29,3065,293065,669,5160,2145,3015,528,365,2104,2428,3901,1721,2180,398,259,1487,1730
41,BRAZOS,41,0059,410059,1250,45,31,14,0,0,14,14,33,22,11,0,0,11,11
85,COLLIN,85,0122,850122,1751,6470,4978,1492,438,381,549,905,4868,3844,1024,322,257,348,593
105,CROCKETT,105,0001,1050001,1997,797,229,568,9,14,538,548,639,178,461,7,10,441,448
485,WICHITA,485,0108,4850108,9328,7113,4828,2285,143,781,1163,1866,5476,4008,1468,90,472,710,1156
287,LEE,287,0102,2870102,6411,381,171,210,1,140,67,205,309,142,167,0,122,42,164
303,LUBBOCK,303,0065,3030065,6574,2163,993,1170,14,79,1050,1118,1647,842,805,9,61,701,756
309,MCLENNAN,309,0028,3090028,6660,1855,921,934,25,363,526,870,1406,747,659,19,257,363,614
373,POLK,373,0011,3730011,7407,612,369,243,6,137,82,219,471,295,176,5,107,55,162
409,SAN PATRICIO,409,0112,4090112,7656,2475,343,2132,12,45,2069,2108,1885,279,1606,9,35,1556,1586
423,SMITH,423,0018,4230018,7739,3110,248,2862,35,2157,659,2786,2271,228,2043,29,1597,383,1974
201,HARRIS,201,1028,2011028,5246,5950,2356,3594,290,1493,1793,3210,3967,1600,2367,194,979,1147,2100
201,HARRIS,201,0034,2010034,4250,4297,2596,1701,462,356,837,1163,3945,2416,1529,423,312,744,1038
201,HARRIS,201,1114,2011114,5332,6848,521,6327,198,3114,3048,6034,4765,465,4300,165,2180,1961,4067
215,HIDALGO,215,0026,2150026,5578,2323,87,2236,13,13,2196,2207,1773,74,1699,11,9,1664,1673
245,JEFFERSON,245,0051,2450051,6079,909,37,872,39,360,478,829,666,31,635,30,289,314,600
273,KLEBERG,273,0022,2730022,6328,1316,354,962,77,104,781,874,1128,340,788,67,84,628,707
113,DALLAS,113,2145,1132145,2329,5035,3264,1771,268,397,1034,1406,4712,3167,1545,243,334,896,1212
113,DALLAS,113,1110,1131110,2083,50,0,50,0,5,45,50,40,0,40,0,2,38,40
113,DALLAS,113,2041,1132041,2246,6689,4160,2529,596,976,851,1803,6152,3901,2251,551,862,742,1585
113,DALLAS,113,32T0,11332T0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,DENTON,121,3155,1213155,3079,5584,4207,1377,394,250,600,839,4135,3224,911,278,185,348,528
141,EL PASO,141,0098,1410098,3411,2308,376,1932,42,54,1829,1877,1913,344,1569,33,37,1483,1520
29,BEXAR,29,1064,291064,314,2567,392,2175,18,37,2126,2137,1883,302,1581,14,24,1546,1556
35,BOSQUE,35,0011,350011,1064,1061,901,160,3,9,92,99,854,740,114,2,5,60,65
45,BRISCOE,45,0002,450002,1310,358,239,119,1,11,101,109,270,189,81,1,6,70,76
57,CALHOUN,57,0003,570003,1396,754,533,221,8,16,172,181,619,467,152,6,6,110,115
77,CLAY,77,0012,770012,1605,451,365,86,5,4,48,52,366,301,65,3,3,36,39
85,COLLIN,85,0013,850013,1642,2136,1625,511,114,119,211,325,1421,1112,309,73,70,122,191
309,MCLENNAN,309,0086,3090086,6720,3981,1432,2549,34,1165,1338,2443,2882,1199,1683,26,816,796,1602
341,MOORE,341,0203,3410203,7015,149,98,51,1,5,36,40,108,73,35,1,1,25,26
361,ORANGE,361,0006,3610006,7261,2242,1881,361,28,107,160,259,1783,1506,277,24,87,110,193
367,PARKER,367,0200,3670200,7347,3198,2182,1016,28,85,764,842,2497,1766,731,18,69,534,599
439,TARRANT,439,3465,4393465,8343,6551,3638,2913,507,786,1513,2241,4597,2697,1900,320,507,981,1454
201,HARRIS,201,0179,2010179,4396,3974,1226,2748,264,268,2195,2436,3145,1071,2074,222,213,1600,1800
203,HARRISON,203,0009,2030009,5392,2491,1672,819,19,383,352,730,1886,1308,578,13,300,205,503
215,HIDALGO,215,0172,2150172,5724,72,1,71,0,0,71,71,52,0,52,0,0,52,52
229,HUDSPETH,229,0001,2290001,5933,1299,714,585,16,12,561,569,1214,700,514,16,8,494,500
241,JASPER,241,0016,2410016,6019,516,460,56,1,10,20,29,399,367,32,1,7,6,12
259,KENDALL,259,2080,2592080,6265,2611,2089,522,46,38,355,387,1945,1613,332,34,20,218,236
93,COMANCHE,93,0005,930005,1937,1015,737,278,3,5,251,253,806,629,177,2,3,157,158
113,DALLAS,113,4067,1134067,2724,4538,420,4118,30,146,3919,4045,3402,366,3036,26,110,2878,2977
113,DALLAS,113,2512,1132512,2392,2188,1160,1028,391,267,351,597,1758,998,760,292,188,243,422
121,DENTON,121,1009,1211009,2933,420,271,149,6,9,119,126,330,230,100,5,3,80,82
139,ELLIS,139,1011,1391011,3265,4191,2198,1993,46,542,1305,1831,3220,1830,1390,25,401,859,1252
201,HARRIS,201,0719,2010719,4937,4143,886,3257,34,216,2994,3165,2987,769,2218,26,149,2010,2138
15,AUSTIN,15,0413,150413,128,2303,1493,810,13,121,659,765,1752,1204,548,9,86,441,519
29,BEXAR,29,3105,293105,709,5326,2077,3249,170,465,2614,3000,3984,1689,2295,116,337,1793,2098
61,CAMERON,61,0044,610044,1456,5035,1450,3585,198,163,3196,3312,3815,1241,2574,173,125,2265,2359
113,DALLAS,113,2106,1132106,2292,2607,1483,1124,201,435,440,865,2524,1456,1068,192,407,419,819
113,DALLAS,113,1056,1131056,2037,2020,591,1429,38,111,1256,1354,1491,516,975,26,85,835,919
113,DALLAS,113,1062,1131062,2043,104,14,90,0,2,88,88,78,14,64,0,0,62,62
503,YOUNG,503,0005,5030005,9614,4149,3325,824,30,58,648,697,3186,2672,514,17,33,386,415
223,HOPKINS,223,002A,223002A,5873,2011,987,1024,28,628,316,930,1542,783,759,22,483,212,688
305,LYNN,305,0005,3050005,6620,109,68,41,1,3,36,37,86,51,35,1,3,30,31
355,NUECES,355,0086,3550086,7201,790,426,364,17,19,319,329,644,359,285,17,11,242,251
439,TARRANT,439,1311,4391311,7948,2994,619,2375,165,1499,713,2173,2246,526,1720,140,1097,478,1562
439,TARRANT,439,4487,4394487,8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,TARRANT,439,3213,4393213,8286,3106,1895,1211,31,208,905,1085,2348,1556,792,22,119,568,676
141,EL PASO,141,0058,1410058,3371,3384,564,2820,147,405,2329,2643,2532,511,2021,121,265,1636,1873
157,FORT BEND,157,3062,1573062,3709,4620,1347,3273,1296,1378,605,1928,3817,1210,2607,1073,1077,441,1489
157,FORT BEND,157,1041,1571041,3620,2632,1677,955,110,203,606,792,2015,1377,638,79,131,393,513
175,GOLIAD,175,0012,1750012,3958,573,362,211,3,49,150,198,450,303,147,2,37,100,136
201,HARRIS,201,0819,2010819,5037,202,125,77,15,23,40,59,157,93,64,15,20,29,47
201,HARRIS,201,1068,2011068,5286,5656,699,4957,1068,1413,2509,3862,4444,621,3823,922,1056,1869,2885
1,ANDERSON,1,0024,10024,22,1274,1087,187,17,38,93,131,987,861,126,9,25,65,90
29,BEXAR,29,4004,294004,815,1072,312,760,44,150,563,701,965,312,653,43,132,473,599
53,BURNET,53,0007,530007,1356,803,685,118,3,11,63,74,693,602,91,3,9,42,51
113,DALLAS,113,4022,1134022,2684,3013,933,2080,440,748,886,1607,2694,917,1777,373,694,694,1373
113,DALLAS,113,1327,1131327,2143,6883,1544,5339,342,2681,2271,4880,5041,1278,3763,283,1849,1574,3382
121,DENTON,121,1055,1211055,2979,1492,1011,481,69,162,196,353,1149,825,324,46,110,124,231
491,WILLIAMSON,491,0412,4910412,9514,2229,1250,979,24,93,825,903,1654,1010,644,20,35,542,577
301,LOVING,301,0002,3010002,6514,1,1,0,0,0,0,0,1,1,0,0,0,0,0
363,PALO PINTO,363,0020,3630020,7307,235,217,18,3,2,5,6,210,196,14,3,2,3,4
439,TARRANT,439,1011,4391011,7848,3175,211,2964,60,492,2422,2891,2255,195,2060,51,370,1634,1999
443,TERRELL,443,0002A,4430002A,8635,159,32,127,2,2,123,124,134,27,107,1,2,104,105
453,TRAVIS,453,0445,4530445,8973,3929,2105,1824,185,241,1360,1567,3204,1819,1385,150,193,1008,1175
473,WALLER,473,0101,4730101,9176,3157,1355,1802,16,441,1285,1718,2337,1161,1176,3,310,813,1118
121,DENTON,121,2098,1212098,3022,927,358,569,392,85,88,163,776,318,458,330,61,48,108
201,HARRIS,201,0968,2010968,5186,5023,601,4422,231,2433,1777,4130,3421,435,2986,163,1623,1168,2767
201,HARRIS,201,0090,2010090,4307,3242,2366,876,97,128,542,647,2537,1947,590,71,83,343,412
201,HARRIS,201,0133,2010133,4350,3885,2632,1253,688,79,438,494,2661,1881,780,422,45,267,304
201,HARRIS,201,0428,2010428,4645,5870,366,5504,2083,1305,2141,3406,4417,299,4118,1689,926,1513,2418
231,HUNT,231,214A,231214A,5973,4500,3286,1214,48,93,893,980,3427,2644,783,33,61,534,592
29,BEXAR,29,2005,292005,417,1545,192,1353,24,35,1297,1319,1265,168,1097,19,31,1045,1067
61,CAMERON,61,0090,610090,1502,1098,46,1052,0,7,1047,1047,790,33,757,0,2,755,755
113,DALLAS,113,2151,1132151,2335,368,239,129,17,22,78,100,325,218,107,13,14,70,84
113,DALLAS,113,4537,1134537,2830,30,6,24,1,11,12,22,21,3,18,0,10,9,18
113,DALLAS,113,3308,1133308,2584,5403,1122,4281,58,964,3245,4170,3643,955,2688,39,614,1998,2602
141,EL PASO,141,0104,1410104,3417,5247,759,4488,85,282,4167,4370,4150,666,3484,62,204,3228,3391
485,WICHITA,485,0102,4850102,9322,1498,1141,357,62,101,151,238,1195,942,253,55,62,100,155
219,HOCKLEY,219,0015,2190015,5827,826,525,301,3,7,264,270,657,441,216,3,3,187,190
339,MONTGOMERY,339,0019,3390019,6912,5566,4336,1230,40,415,602,1003,4298,3415,883,24,318,391,702
439,TARRANT,439,1476,4391476,7994,360,61,299,4,16,282,294,247,57,190,2,12,175,185
439,TARRANT,439,2743,4392743,8240,30,8,22,5,0,13,13,23,8,15,5,0,6,6
453,TRAVIS,453,0255,4530255,8827,5551,2254,3297,851,887,1498,2327,4460,1988,2472,665,642,1112,1723
463,UVALDE,463,0008,4630008,9076,2702,530,2172,7,13,2141,2148,2006,449,1557,5,6,1535,1541
157,FORT BEND,157,2075,1572075,3666,3113,114,2999,127,2060,845,2862,2330,97,2233,108,1546,591,2113
157,FORT BEND,157,2061,1572061,3663,7551,2676,4875,2541,1496,825,2287,4994,1799,3195,1675,967,529,1479
167,GALVESTON,167,0435,1670435,3912,2024,673,1351,82,711,556,1244,1533,545,988,70,524,389,901
201,HARRIS,201,0528,2010528,4745,3644,288,3356,37,1196,2101,3276,2592,226,2366,31,889,1414,2293
201,HARRIS,201,0776,2010776,4994,5771,2147,3624,230,1653,1724,3313,4196,1739,2457,184,1126,1109,2212
201,HARRIS,201,0282,2010282,4499,5455,1989,3466,669,1256,1594,2758,4232,1507,2725,514,1053,1210,2186
85,COLLIN,85,0019,850019,1648,2019,1506,513,185,94,185,274,1617,1216,401,147,77,129,204
113,DALLAS,113,4073,1134073,2730,3056,717,2339,14,155,2108,2257,2368,654,1714,9,117,1524,1641
113,DALLAS,113,1731,1131731,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,DENTON,121,1052,1211052,2976,4645,2175,2470,244,1323,821,2071,3094,1545,1549,151,803,504,1280
139,ELLIS,139,1017,1391017,3271,4892,2601,2291,47,408,1774,2135,3569,2092,1477,25,260,1122,1373
141,EL PASO,141,0204,1410204,3517,3151,175,2976,52,92,2867,2930,2017,116,1901,33,50,1825,1867
401,RUSK,401,0214,4010214,7599,3048,2138,910,15,424,350,767,2470,1824,646,9,343,190,531
439,TARRANT,439,2319,4392319,8140,3448,2191,1257,244,391,556,916,2695,1838,857,151,262,375,619
451,TOM GREEN,451,0213,4510213,8681,3830,3118,712,40,35,542,565,2720,2257,463,20,19,351,365
453,TRAVIS,453,0385A,4530385A,8927,4385,2611,1774,1321,73,327,395,3174,2023,1151,849,56,194,245
477,WASHINGTON,477,0419,4770419,9222,838,515,323,33,85,186,267,637,423,214,32,56,115,169
491,WILLIAMSON,491,0314,4910314,9468,6768,4016,2752,200,594,1899,2443,5535,3429,2106,154,451,1437,1865
161,FREESTONE,161,0008,1610008,3812,779,671,108,2,24,69,92,668,586,82,1,19,53,71
185,GRIMES,185,0010,1850010,4058,2210,1803,407,20,45,257,298,1785,1496,289,17,29,168,194
201,HARRIS,201,0382,2010382,4599,3246,796,2450,24,418,1994,2377,2174,668,1506,23,271,1195,1445
201,HARRIS,201,0136,2010136,4353,2752,296,2456,85,2128,268,2363,2283,277,2006,74,1756,193,1926
201,HARRIS,201,0922,2010922,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,HIDALGO,215,0129,2150129,5681,258,30,228,3,4,223,224,184,29,155,1,2,152,153
29,BEXAR,29,2051,292051,463,1312,425,887,72,131,678,790,1226,406,820,68,119,619,723
29,BEXAR,29,3025,293025,629,2165,1581,584,109,39,403,436,1653,1221,432,77,38,295,327
39,BRAZORIA,39,0014,390014,1127,7659,5071,2588,73,995,1374,2320,5784,3936,1848,58,704,950,1634
83,COLEMAN,83,0001,830001,1625,1965,1545,420,19,65,281,332,1621,1308,313,15,43,199,241
113,DALLAS,113,2103,1132103,2289,2594,605,1989,65,341,1590,1901,2023,534,1489,54,266,1165,1410
113,DALLAS,113,4149,1134149,2787,186,11,175,0,4,166,170,134,5,129,0,1,126,127
467,VAN ZANDT,467,004D,467004D,9119,5247,4111,1136,30,285,629,899,4192,3388,804,17,227,391,613
479,WEBB,479,0403,4790403,9285,2386,48,2338,3,7,2326,2326,1640,31,1609,3,7,1600,1600
215,HIDALGO,215,0152,2150152,5704,4971,416,4555,58,31,4446,4461,3510,369,3141,41,16,3057,3065
251,JOHNSON,251,0043,2510043,6202,4940,1891,3049,385,1475,1172,2577,3385,1409,1976,264,936,734,1641
309,MCLENNAN,309,0067,3090067,6700,4346,3572,774,5,129,500,616,3355,2860,495,4,80,312,388
331,MILAM,331,0419,3310419,6866,3287,1842,1445,27,406,934,1309,2488,1533,955,19,287,584,854
355,NUECES,355,0083,3550083,7198,1888,136,1752,23,114,1632,1724,1392,103,1289,13,67,1214,1271
453,TRAVIS,453,0204,4530204,8787,4443,2847,1596,664,175,686,842,4178,2675,1503,624,156,651,789
113,DALLAS,113,1300,1131300,2123,6520,1292,5228,129,883,4193,5026,4559,1133,3426,94,582,2713,3266
113,DALLAS,113,3617,1133617,2621,3882,179,3703,36,3137,535,3634,2856,158,2698,33,2333,319,2640
121,DENTON,121,4194,1214194,3119,721,592,129,2,28,76,100,539,445,94,1,13,53,66
201,HARRIS,201,0988,2010988,5206,4818,2898,1920,69,574,1187,1724,3442,2204,1238,51,382,733,1094
201,HARRIS,201,0822,2010822,5040,2543,22,2521,26,1350,1170,2496,1911,20,1891,22,1109,770,1867
201,HARRIS,201,0491,2010491,4708,5779,2793,2986,1035,763,1112,1838,5079,2553,2526,851,645,939,1573
13,ATASCOSA,13,0014,130014,108,259,170,89,1,1,80,81,212,145,67,1,1,59,60
29,BEXAR,29,1024,291024,274,5007,785,4222,182,410,3685,4019,3811,698,3113,150,300,2671,2935
29,BEXAR,29,3166,293166,772,875,269,606,31,58,520,565,722,246,476,29,50,395,440
29,BEXAR,29,3002,293002,606,3179,1537,1642,274,142,1236,1353,2377,1208,1169,186,94,867,953
37,BOWIE,37,008B,37008B,1104,5168,3587,1581,46,1040,319,1344,3989,2901,1088,33,710,195,903
41,BRAZOS,41,0079,410079,1270,147,79,68,0,10,57,67,103,61,42,0,10,31,41
